subscription_id,customer_id,plan_id,status,billing_cycle,start_date,end_date,mrr_usd,discount_pct,trial_end_date,cancellation_reason,created_at_x,company_name,industry,company_size,country_code,country_name,timezone,contact_email,contact_name,signup_date,signup_source,is_active_x,churned_at,churn_reason,nps_score,created_at_y,updated_at,plan_name,plan_tier,monthly_price_usd,annual_price_usd,max_users,max_projects,storage_gb,is_active_y,created_at,revenue,is_churned
286,196,4,active,monthly,2024-03-07,,39.0,0.0,,,2026-04-24 22:09:13.186774,CloudDynamics,Legal,large,SG,Singapore,Asia/Singapore,anthony.anderson@company.io,Anthony Anderson,2023-03-21,organic,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
287,197,5,active,annual,2023-01-09,,49.17,0.0,2023-01-23,,2026-04-24 22:09:13.186774,LunaPlatform,Technology,medium,US,United States,America/Chicago,sandra.jackson@outlook.com,Sandra Jackson,2023-01-09,partner,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
288,198,1,expired,monthly,2023-01-25,2023-04-14,0.0,0.0,,Switched competitor,2026-04-24 22:09:13.186774,DriftStudio,Consulting,enterprise,GB,United Kingdom,Europe/London,olga.wright@gmail.com,Olga Wright,2023-01-25,organic,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
289,198,5,expired,annual,2023-04-14,2024-01-07,49.17,0.0,,Missing features,2026-04-24 22:09:13.186774,DriftStudio,Consulting,enterprise,GB,United Kingdom,Europe/London,olga.wright@gmail.com,Olga Wright,2023-01-25,organic,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
290,198,3,active,annual,2024-01-07,,15.83,0.0,,,2026-04-24 22:09:13.186774,DriftStudio,Consulting,enterprise,GB,United Kingdom,Europe/London,olga.wright@gmail.com,Olga Wright,2023-01-25,organic,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
291,199,1,cancelled,monthly,2025-09-11,2025-10-14,0.0,0.0,,,2026-04-24 22:09:13.186774,VertexLabs,Manufacturing,enterprise,FR,France,Europe/Paris,olga.martin@hotmail.com,Olga Martin,2025-09-11,partner,False,2025-10-14 10:56:18,,0.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,True
292,200,5,active,annual,2024-03-21,,49.17,0.0,2024-04-04,,2026-04-24 22:09:13.186774,XenonHQ,Healthcare,medium,US,United States,America/Chicago,steven.rodriguez@corp.net,Steven Rodriguez,2024-03-21,organic,True,,,6.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
293,201,2,cancelled,monthly,2023-04-19,2024-01-26,12.0,0.0,2023-05-03,Company reorganization,2026-04-24 22:09:13.186774,ZenNet,Marketing,small,CA,Canada,America/Toronto,sarah.anderson@zennet.com,Sarah Anderson,2023-04-19,partner,False,2025-05-11 23:47:38,Company closed,3.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,True
294,201,5,cancelled,annual,2024-01-26,2025-05-11,41.79,15.0,,Switched competitor,2026-04-24 22:09:13.186774,ZenNet,Marketing,small,CA,Canada,America/Toronto,sarah.anderson@zennet.com,Sarah Anderson,2023-04-19,partner,False,2025-05-11 23:47:38,Company closed,3.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,True
295,202,2,expired,annual,2025-05-05,2025-10-31,10.0,0.0,2025-05-19,Budget cuts,2026-04-24 22:09:13.186774,CoreCloud,Retail,small,US,United States,America/Chicago,william.tanaka@corecloud.com,William Tanaka,2025-05-05,organic,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
296,202,6,active,monthly,2025-10-31,,99.0,0.0,,,2026-04-24 22:09:13.186774,CoreCloud,Retail,small,US,United States,America/Chicago,william.tanaka@corecloud.com,William Tanaka,2025-05-05,organic,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise,enterprise,99.0,990.0,500.0,,100,True,2026-04-24 22:09:13.186774,99.0,False
297,203,2,active,annual,2025-04-03,,10.0,0.0,2025-04-17,,2026-04-24 22:09:13.186774,Tidal Analytics,Retail,small,US,United States,America/New_York,betty.lewis@outlook.com,Betty Lewis,2025-04-03,partner,True,,,2.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
298,204,5,expired,monthly,2023-03-08,2024-01-17,44.25,25.0,2023-03-22,Missing features,2026-04-24 22:09:13.186774,IonSoftware,Marketing,large,SG,Singapore,Asia/Singapore,raj.garcia@ionsoftware.com,Raj Garcia,2023-03-08,organic,False,2025-02-23 20:19:04,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,True
299,204,1,cancelled,annual,2024-01-17,2025-02-23,0.0,0.0,,Company reorganization,2026-04-24 22:09:13.186774,IonSoftware,Marketing,large,SG,Singapore,Asia/Singapore,raj.garcia@ionsoftware.com,Raj Garcia,2023-03-08,organic,False,2025-02-23 20:19:04,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,True
300,205,5,active,annual,2023-06-26,,49.17,0.0,2023-07-10,,2026-04-24 22:09:13.186774,HubAI,Technology,small,BR,Brazil,America/Sao_Paulo,margaret.ivanov@startup.co,Margaret Ivanov,2023-06-26,event,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
301,206,1,expired,annual,2023-03-31,2023-07-26,0.0,0.0,,Not using it,2026-04-24 22:09:13.186774,RushHQ,Technology,medium,BR,Brazil,America/Sao_Paulo,donna.thomas@tech.dev,Donna Thomas,2023-03-31,partner,True,,,5.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
302,206,6,active,monthly,2023-07-26,,74.25,25.0,,,2026-04-24 22:09:13.186774,RushHQ,Technology,medium,BR,Brazil,America/Sao_Paulo,donna.thomas@tech.dev,Donna Thomas,2023-03-31,partner,True,,,5.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise,enterprise,99.0,990.0,500.0,,100,True,2026-04-24 22:09:13.186774,99.0,False
303,207,1,active,monthly,2024-02-02,,0.0,0.0,,,2026-04-24 22:09:13.186774,OnyxDynamics,Manufacturing,enterprise,FR,France,Europe/Paris,daniel.walker@corp.net,Daniel Walker,2024-02-02,organic,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
304,208,2,active,annual,2025-03-21,,10.0,0.0,2025-04-04,,2026-04-24 22:09:13.186774,Echo Dev,Marketing,enterprise,BR,Brazil,America/Sao_Paulo,joseph.hernandez@protonmail.com,Joseph Hernandez,2025-03-21,partner,True,,,10.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
305,209,2,expired,monthly,2023-01-29,2023-11-30,12.0,0.0,2023-02-12,Company reorganization,2026-04-24 22:09:13.186774,KeenLogic,Retail,enterprise,US,United States,America/Los_Angeles,barbara.thomas@company.io,Barbara Thomas,2023-01-29,paid_ads,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
306,209,6,active,annual,2023-11-30,,82.5,0.0,,,2026-04-24 22:09:13.186774,KeenLogic,Retail,enterprise,US,United States,America/Los_Angeles,barbara.thomas@company.io,Barbara Thomas,2023-01-29,paid_ads,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise,enterprise,99.0,990.0,500.0,,100,True,2026-04-24 22:09:13.186774,99.0,False
307,210,2,expired,annual,2024-09-20,2025-01-13,10.0,0.0,2024-10-04,Missing features,2026-04-24 22:09:13.186774,FluxDynamics,Consulting,small,US,United States,America/Chicago,patricia.anderson+nimbus@gmail.com,Patricia Anderson,2024-09-20,organic,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
308,210,5,active,monthly,2025-01-13,,59.0,0.0,,,2026-04-24 22:09:13.186774,FluxDynamics,Consulting,small,US,United States,America/Chicago,patricia.anderson+nimbus@gmail.com,Patricia Anderson,2024-09-20,organic,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
309,211,2,active,monthly,2023-12-11,,12.0,0.0,2023-12-25,,2026-04-24 22:09:13.186774,Trek Digital,Insurance,small,JP,Japan,Asia/Tokyo,kenji.white@startup.co,Kenji White,2023-12-11,organic,True,,,4.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
310,212,1,active,annual,2024-01-23,,0.0,0.0,,,2026-04-24 22:09:13.186774,OnyxIO,Finance,large,JP,Japan,Asia/Tokyo,carlos.flores@corp.net,Carlos Flores,2024-01-23,paid_ads,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
311,213,2,cancelled,monthly,2024-08-02,2025-09-21,9.0,25.0,2024-08-16,Switched competitor,2026-04-24 22:09:13.186774,Sage Ventures,Manufacturing,enterprise,BR,Brazil,America/Sao_Paulo,john.lopez@corp.net,John Lopez,2024-08-02,organic,False,2025-09-21 09:33:35,No longer needed,0.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,True
312,214,5,cancelled,monthly,2023-09-13,2024-01-27,59.0,0.0,2023-09-27,Switched competitor,2026-04-24 22:09:13.186774,UltraSolutions,Healthcare,enterprise,FR,France,Europe/Paris,wei.green@gmail.com,Wei Green,2023-09-13,organic,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
313,214,6,active,monthly,2024-01-27,,99.0,0.0,,,2026-04-24 22:09:13.186774,UltraSolutions,Healthcare,enterprise,FR,France,Europe/Paris,wei.green@gmail.com,Wei Green,2023-09-13,organic,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise,enterprise,99.0,990.0,500.0,,100,True,2026-04-24 22:09:13.186774,99.0,False
314,215,3,active,annual,2024-12-04,,15.83,0.0,2024-12-18,,2026-04-24 22:09:13.186774,ArcSolutions,Consulting,medium,IN,India,Asia/Kolkata,paul.harris@corp.net,Paul Harris,2024-12-04,organic,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
315,216,3,cancelled,annual,2024-09-20,2025-09-10,15.83,0.0,2024-10-04,,2026-04-24 22:09:13.186774,SyncLabs,Healthcare,small,IN,India,Asia/Kolkata,william.harris@outlook.com,William Harris,2024-09-20,organic,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
316,216,5,cancelled,monthly,2025-09-10,2025-11-10,59.0,0.0,,Not using it,2026-04-24 22:09:13.186774,SyncLabs,Healthcare,small,IN,India,Asia/Kolkata,william.harris@outlook.com,William Harris,2024-09-20,organic,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
317,216,3,active,monthly,2025-11-10,,19.0,0.0,,,2026-04-24 22:09:13.186774,SyncLabs,Healthcare,small,IN,India,Asia/Kolkata,william.harris@outlook.com,William Harris,2024-09-20,organic,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
318,217,1,expired,monthly,2025-01-17,2025-08-23,0.0,0.0,,Not using it,2026-04-24 22:09:13.186774,PeakSolutions,Manufacturing,small,US,United States,America/New_York,michael.perez@tech.dev,Michael Perez,2025-01-17,event,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
319,217,1,active,annual,2025-08-23,,0.0,0.0,,,2026-04-24 22:09:13.186774,PeakSolutions,Manufacturing,small,US,United States,America/New_York,michael.perez@tech.dev,Michael Perez,2025-01-17,event,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
320,218,2,cancelled,monthly,2023-04-10,2024-01-30,10.8,10.0,2023-04-24,Budget cuts,2026-04-24 22:09:13.186774,Keen Dynamics,Retail,medium,US,United States,America/Los_Angeles,Patricia.White@corp.net,Patricia White,2023-04-10,referral,False,2024-01-30 09:05:08,,0.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,True
321,219,5,cancelled,monthly,2024-04-01,2025-04-07,59.0,0.0,2024-04-15,Switched competitor,2026-04-24 22:09:13.186774,TidalLogic,Telecommunications,large,DE,Germany,Europe/Berlin,jennifer.adams@startup.co,Jennifer Adams,2024-04-01,organic,False,2025-04-07 13:21:20,Not enough users,7.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,True
322,220,4,cancelled,monthly,2024-03-04,2024-12-09,33.15,15.0,2024-03-18,Missing features,2026-04-24 22:09:13.186774,GridTech,Insurance,medium,AU,Australia,Australia/Sydney,priya.nguyen@startup.co,Priya Nguyen,2024-03-04,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
323,220,6,active,annual,2024-12-09,,82.5,0.0,,,2026-04-24 22:09:13.186774,GridTech,Insurance,medium,AU,Australia,Australia/Sydney,priya.nguyen@startup.co,Priya Nguyen,2024-03-04,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise,enterprise,99.0,990.0,500.0,,100,True,2026-04-24 22:09:13.186774,99.0,False
324,221,5,cancelled,monthly,2024-09-27,2025-10-30,59.0,0.0,2024-10-11,,2026-04-24 22:09:13.186774,KeenPlatform,Healthcare,medium,FR,France,Europe/Paris,john.allen@corp.net,John Allen,2024-09-27,paid_ads,False,2025-10-30 15:41:46,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,True
325,222,2,cancelled,annual,2025-07-25,2025-10-16,10.0,0.0,2025-08-08,,2026-04-24 22:09:13.186774,Beam Tech,Logistics,medium,GB,United Kingdom,Europe/London,sofia.green@company.io,Sofia Green,2025-07-25,organic,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
326,222,7,active,monthly,2025-10-16,,179.1,10.0,,,2026-04-24 22:09:13.186774,Beam Tech,Logistics,medium,GB,United Kingdom,Europe/London,sofia.green@company.io,Sofia Green,2025-07-25,organic,True,,,8.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise Custom,enterprise,199.0,1990.0,,,500,True,2026-04-24 22:09:13.186774,199.0,False
327,223,3,active,annual,2024-08-03,,15.83,0.0,2024-08-17,,2026-04-24 22:09:13.186774,RushDev,Retail,small,FR,France,Europe/Paris,donna.nguyen@rushdev.com,Donna Nguyen,2024-08-03,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
328,224,1,cancelled,annual,2023-02-08,2024-11-24,0.0,15.0,,Budget cuts,2026-04-24 22:09:13.186774,GridVentures,Insurance,small,JP,Japan,Asia/Tokyo,daniel.clark@corp.net,Daniel Clark,2023-02-08,organic,False,2024-11-24 23:57:29,No longer needed,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,True
329,225,3,active,monthly,2025-04-17,,19.0,0.0,2025-05-01,,2026-04-24 22:09:13.186774,CloudLogic,Marketing,large,GB,United Kingdom,Europe/London,patricia.chen@cloudlogic.com,Patricia Chen,2025-04-17,referral,True,,,9.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
330,226,1,active,annual,2025-07-24,,0.0,0.0,,,2026-04-24 22:09:13.186774,OrbitDigital,Legal,medium,IN,India,Asia/Kolkata,sarah.patel@hotmail.com,Sarah Patel,2025-07-24,organic,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
331,227,5,expired,monthly,2023-07-17,2023-11-22,59.0,0.0,2023-07-31,Company reorganization,2026-04-24 22:09:13.186774,DataDev,Healthcare,small,FR,France,Europe/Paris,steven.sanchez@datadev.com,Steven Sanchez,2023-07-17,organic,True,,,2.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
332,227,2,active,monthly,2023-11-22,,10.8,10.0,,,2026-04-24 22:09:13.186774,DataDev,Healthcare,small,FR,France,Europe/Paris,steven.sanchez@datadev.com,Steven Sanchez,2023-07-17,organic,True,,,2.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
333,228,5,active,monthly,2023-09-05,,59.0,0.0,2023-09-19,,2026-04-24 22:09:13.186774,DriftAI,Legal,small,DE,Germany,Europe/Berlin,nancy.ivanov@outlook.com,Nancy Ivanov,2023-09-05,referral,True,,,4.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
334,229,6,cancelled,annual,2025-05-24,2025-10-10,61.88,25.0,2025-06-07,Company reorganization,2026-04-24 22:09:13.186774,LinkDynamics,Finance,enterprise,DE,Germany,Europe/Berlin,ahmed.santos@linkdynamics.com,Ahmed Santos,2025-05-24,partner,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Enterprise,enterprise,99.0,990.0,500.0,,100,True,2026-04-24 22:09:13.186774,99.0,False
335,229,5,active,annual,2025-10-10,,49.17,0.0,,,2026-04-24 22:09:13.186774,LinkDynamics,Finance,enterprise,DE,Germany,Europe/Berlin,ahmed.santos@linkdynamics.com,Ahmed Santos,2025-05-24,partner,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
336,230,3,active,monthly,2023-05-16,,19.0,0.0,2023-05-30,,2026-04-24 22:09:13.186774,PeakPlatform,Education,large,AU,Australia,Australia/Sydney,steven.johnson@gmail.com,Steven Johnson,2023-05-16,organic,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
337,231,3,active,monthly,2023-08-12,,19.0,0.0,2023-08-26,,2026-04-24 22:09:13.186774,OrbitAnalytics,Education,large,FR,France,Europe/Paris,raj.moore@company.io,Raj Moore,2023-08-12,organic,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
338,232,4,active,annual,2023-10-11,,32.5,0.0,2023-10-25,,2026-04-24 22:09:13.186774,Quest Studio,Media,large,BR,Brazil,America/Sao_Paulo,joshua.jackson@outlook.com,Joshua Jackson,2023-10-11,event,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
339,233,2,active,monthly,2023-10-30,,12.0,0.0,2023-11-13,,2026-04-24 22:09:13.186774,Hive Hub,E-commerce,small,BR,Brazil,America/Sao_Paulo,betty.nelson@gmail.com,Betty Nelson,2023-10-30,organic,True,,,7.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter,starter,12.0,120.0,15.0,10.0,5,True,2026-04-24 22:09:13.186774,12.0,False
340,234,5,cancelled,monthly,2024-11-18,2025-06-15,53.1,10.0,2024-12-02,Not using it,2026-04-24 22:09:13.186774,LinkNet,Retail,small,IN,India,Asia/Kolkata,olga.rivera@enterprise.com,Olga Rivera,2024-11-18,paid_ads,True,,,4.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
341,234,4,active,monthly,2025-06-15,,39.0,0.0,,,2026-04-24 22:09:13.186774,LinkNet,Retail,small,IN,India,Asia/Kolkata,olga.rivera@enterprise.com,Olga Rivera,2024-11-18,paid_ads,True,,,4.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
342,235,1,active,annual,2023-08-16,,0.0,0.0,,,2026-04-24 22:09:13.186774,SyncSystems,Legal,small,FR,France,Europe/Paris,hassan.scott@company.io,Hassan Scott,2023-08-16,event,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
343,236,3,expired,annual,2024-09-27,2025-02-04,15.83,0.0,2024-10-11,Missing features,2026-04-24 22:09:13.186774,ArcWorks,Real Estate,small,CA,Canada,America/Toronto,ana.davis@corp.net,Ana Davis,2024-09-27,organic,False,2025-10-07 10:03:06,Missing features,7.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,True
344,236,4,cancelled,annual,2025-02-04,2025-10-07,29.25,10.0,,Not using it,2026-04-24 22:09:13.186774,ArcWorks,Real Estate,small,CA,Canada,America/Toronto,ana.davis@corp.net,Ana Davis,2024-09-27,organic,False,2025-10-07 10:03:06,Missing features,7.0,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,True
345,237,1,expired,monthly,2025-06-02,2025-10-16,0.0,0.0,,Company reorganization,2026-04-24 22:09:13.186774,HiveCloud,Retail,enterprise,US,United States,America/Los_Angeles,david.gonzalez@hivecloud.com,David Gonzalez,2025-06-02,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Free,free,0.0,0.0,5.0,3.0,1,True,2026-04-24 22:09:13.186774,0.0,False
346,237,5,cancelled,annual,2025-10-16,2025-12-16,49.17,0.0,,Not using it,2026-04-24 22:09:13.186774,HiveCloud,Retail,enterprise,US,United States,America/Los_Angeles,david.gonzalez@hivecloud.com,David Gonzalez,2025-06-02,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
347,237,3,active,monthly,2025-12-16,,15.2,20.0,,,2026-04-24 22:09:13.186774,HiveCloud,Retail,enterprise,US,United States,America/Los_Angeles,david.gonzalez@hivecloud.com,David Gonzalez,2025-06-02,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Starter Plus,starter,19.0,190.0,25.0,20.0,10,True,2026-04-24 22:09:13.186774,19.0,False
348,238,4,expired,monthly,2023-06-12,2023-12-25,39.0,0.0,2023-06-26,Budget cuts,2026-04-24 22:09:13.186774,VertexStack,Marketing,large,US,United States,America/New_York,james.lewis@yahoo.com,James Lewis,2023-06-12,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
349,238,4,active,monthly,2023-12-25,,35.1,10.0,,,2026-04-24 22:09:13.186774,VertexStack,Marketing,large,US,United States,America/New_York,james.lewis@yahoo.com,James Lewis,2023-06-12,referral,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
350,239,4,cancelled,annual,2025-07-02,2025-09-20,32.5,0.0,2025-07-16,Not using it,2026-04-24 22:09:13.186774,IonGroup,Manufacturing,medium,AU,Australia,Australia/Sydney,Donald.Harris@company.io,Donald Harris,2025-07-02,partner,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional,professional,39.0,390.0,50.0,50.0,25,True,2026-04-24 22:09:13.186774,39.0,False
351,239,5,cancelled,annual,2025-09-20,2025-11-20,49.17,0.0,,Not using it,2026-04-24 22:09:13.186774,IonGroup,Manufacturing,medium,AU,Australia,Australia/Sydney,Donald.Harris@company.io,Donald Harris,2025-07-02,partner,True,,,,2026-04-24 22:09:13.186774,2026-04-24 22:09:13.186774,Professional Plus,professional,59.0,590.0,100.0,100.0,50,True,2026-04-24 22:09:13.186774,59.0,False
